"[ 원 ▷ 할인판매가격 ], 부정 텍스트 확률 : 53.29%"
"[ 필수 표기정보 ], 부정 텍스트 확률 : 53.29%"
"[품명 및 모델명], 부정 텍스트 확률 : 53.29%"
"[.어비니 히로 디럭스유모차 뉴욕그레이], 부정 텍스트 확률 : 66.08%"
"[ 인증 필 유무], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[사용연령 또는 체중범위], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[동일모델의 출시년월], 부정 텍스트 확률 : 65.67%"
"[제조자수입자], 부정 텍스트 확률 : 61.97%"
"[제조국], 부정 텍스트 확률 : 61.97%"
"[.중국 ], 부정 텍스트 확률 : 85.73%"
"[취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 53.29%"
"[안전표시], 부정 텍스트 확률 : 53.29%"
"[.화기주의], 부정 텍스트 확률 : 62.92%"
"[품질보증기준], 부정 텍스트 확률 : 53.29%"
"[.제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.], 부정 텍스트 확률 : 72.71%"
"[.쿠팡 고객센터], 부정 텍스트 확률 : 62.92%"
"[ 품절임박], 부정 텍스트 확률 : 53.29%"
"[ 개 상품평 보기는⬇아래 링크로 확인해주세요⬇▼▼▼ .. ], 부정 텍스트 확률 : 62.82%"
"[ .?어비니어비니.?히로히로.?디럭스디럭스.?유모차유모차 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 부정 텍스트 확률 : 53.04%"
"[♥♥빅세일 어비니 조타 휴대용 유모차], 부정 텍스트 확률 : 72.65%"
"[ 원 ▷ 할인판매가격 ], 부정 텍스트 확률 : 53.29%"
"[ 필수 표기정보 ], 부정 텍스트 확률 : 53.29%"
"[품명 및 모델명], 부정 텍스트 확률 : 53.29%"
"[.어비니 조타 휴대용유모차 리얼차콜], 부정 텍스트 확률 : 85.69%"
"[ 인증 필 유무], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[사용연령 또는 체중범위], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[동일모델의 출시년월], 부정 텍스트 확률 : 65.67%"
"[제조자수입자], 부정 텍스트 확률 : 61.97%"
"[제조국], 부정 텍스트 확률 : 61.97%"
"[.중국 ], 부정 텍스트 확률 : 85.73%"
"[취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 53.29%"
"[안전표시], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[품질보증기준], 부정 텍스트 확률 : 53.29%"
"[.제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.], 부정 텍스트 확률 : 72.71%"
"[.쿠팡 고객센터], 부정 텍스트 확률 : 62.92%"
"[품절임박 상품평 보기는⬇아래 링크로 확인해주세요⬇▼▼▼ .. ], 부정 텍스트 확률 : 62.38%"
"[ .?어비니어비니.?조타조타.?휴대용휴대용.?유모차유모차 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 부정 텍스트 확률 : 96.10%"
"[ ❤핫딜 어비니 플러리 휴대용 유모차 ], 부정 텍스트 확률 : 90.05%"
"[ 원 ], 부정 텍스트 확률 : 53.29%"
"[ 원 ➨ 할인판매가격 ], 부정 텍스트 확률 : 53.29%"
"[ 필수 표기정보 ], 부정 텍스트 확률 : 53.29%"
"[품명 및 모델명], 부정 텍스트 확률 : 53.29%"
"[.어비니 플러리 휴대용유모차 제트블랙], 부정 텍스트 확률 : 91.17%"
"[ 인증 필 유무], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[사용연령 또는 체중범위], 부정 텍스트 확률 : 53.29%"
"[.컨텐츠참조], 부정 텍스트 확률 : 62.92%"
"[동일모델의 출시년월], 부정 텍스트 확률 : 65.67%"
"[제조자수입자], 부정 텍스트 확률 : 61.97%"
"[제조국], 부정 텍스트 확률 : 61.97%"
"[.중국 ], 부정 텍스트 확률 : 85.73%"
"[취급방법 및 취급시 주의사항], 부정 텍스트 확률 : 53.29%"
"[안전표시], 부정 텍스트 확률 : 53.29%"
"[.화기주의], 부정 텍스트 확률 : 62.92%"
"[품질보증기준], 부정 텍스트 확률 : 53.29%"
"[.제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.], 부정 텍스트 확률 : 72.71%"
"[.쿠팡 고객센터], 부정 텍스트 확률 : 62.92%"
